Transaction ID,Date,Product ID,Product Name,Category,Quantity Sold,Sales Price per Unit ($),Total Sales ($),Discount (%),Total Sales After Discount ($),Stock After Sale,Returned,Net Sales Value ($),Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Holiday Name,Is Weekend,Is Special Event,Special Event Name,Season
T3609,2024-05-11,P007,Vacuum Cleaner,Home Appliances,1,549.29,549.29,10,494.36,119,1,395.49,Sunny,18.83,88,0.0,9.81,0,,1,0,,Spring
T2834,2024-05-11,P005,Keyboard,Accessories,5,507.57,2537.85,5,2410.96,134,0,2410.96,Rainy,10.07,34,0.49,19.53,0,,1,0,,Spring
T1867,2024-05-11,P004,Monitor,Electronics,10,566.42,5664.2,0,5664.2,114,0,5664.2,Cloudy,16.74,79,0.0,7.22,0,,1,0,,Spring
T4408,2024-05-11,P007,Vacuum Cleaner,Home Appliances,3,137.27,411.81,5,391.22,158,0,391.22,Sunny,15.32,45,0.0,16.63,0,,1,0,,Spring
T3399,2024-05-11,P018,Toy Car,Toys,2,889.21,1778.42,0,1778.42,61,1,1422.74,Sunny,24.72,63,0.0,12.67,0,,1,0,,Spring
T3806,2024-05-11,P011,T-shirt,Clothing,6,885.28,5311.68,20,4249.34,178,0,4249.34,Cloudy,12.79,89,0.0,23.65,0,,1,0,,Spring
T1781,2024-05-11,P020,Board Game,Toys,10,524.03,5240.3,5,4978.28,175,1,3982.62,Sunny,20.47,65,0.0,27.9,0,,1,0,,Spring
T7453,2024-05-11,P010,Shoes,Clothing,6,38.9,233.4,0,233.4,186,0,233.4,Sunny,18.65,67,0.0,27.64,0,,1,0,,Spring
T8813,2024-05-12,P004,Monitor,Electronics,9,666.67,6000.03,0,6000.03,80,0,6000.03,Sunny,24.1,89,0.0,21.65,0,,1,0,,Spring
T7125,2024-05-12,P007,Vacuum Cleaner,Home Appliances,7,563.13,3941.91,10,3547.72,191,1,2838.18,Snow,18.57,55,5.19,6.72,0,,1,0,,Spring
T8805,2024-05-12,P019,Doll,Toys,6,254.58,1527.48,0,1527.48,138,1,1221.98,Snow,22.8,71,16.07,22.44,0,,1,0,,Spring
T3695,2024-05-12,P020,Board Game,Toys,7,972.04,6804.28,15,5783.64,31,1,4626.91,Rainy,14.43,75,13.07,27.92,0,,1,0,,Spring
T4746,2024-05-12,P016,Bookshelf,Furniture,5,683.01,3415.05,0,3415.05,47,1,2732.04,Sunny,14.28,82,0.0,27.05,0,,1,0,,Spring
T2913,2024-05-12,P012,Jeans,Clothing,10,250.76,2507.6,5,2382.22,57,0,2382.22,Cloudy,11.28,59,0.0,13.77,0,,1,0,,Spring
T3316,2024-05-12,P007,Vacuum Cleaner,Home Appliances,8,142.02,1136.16,5,1079.35,109,1,863.48,Sunny,17.5,41,0.0,19.78,0,,1,0,,Spring
T9575,2024-05-12,P009,Coffee Machine,Home Appliances,8,280.46,2243.68,10,2019.31,39,0,2019.31,Snow,24.49,80,16.92,18.62,0,,1,0,,Spring
T9422,2024-05-12,P007,Vacuum Cleaner,Home Appliances,3,331.88,995.64,0,995.64,47,1,796.51,Snow,10.37,66,10.63,17.81,0,,1,0,,Spring
T1139,2024-05-12,P005,Keyboard,Accessories,1,485.55,485.55,20,388.44,168,0,388.44,Stormy,16.88,72,1.56,21.93,0,,1,0,,Spring
T2869,2024-05-13,P003,Headphones,Electronics,2,921.08,1842.16,5,1750.05,129,0,1750.05,Stormy,13.06,33,17.85,26.11,0,,0,0,,Spring
T2267,2024-05-13,P007,Vacuum Cleaner,Home Appliances,4,423.0,1692.0,5,1607.4,130,0,1607.4,Stormy,12.61,76,13.71,11.26,0,,0,0,,Spring
T7626,2024-05-13,P020,Board Game,Toys,7,278.16,1947.12,0,1947.12,106,1,1557.7,Rainy,12.52,33,14.9,29.47,0,,0,0,,Spring
T9726,2024-05-13,P002,Smartphone,Electronics,4,173.07,692.28,15,588.44,134,0,588.44,Cloudy,19.78,43,0.0,20.42,0,,0,0,,Spring
T6881,2024-05-13,P005,Keyboard,Accessories,1,827.49,827.49,5,786.12,58,0,786.12,Stormy,17.52,58,4.86,20.3,0,,0,0,,Spring
T7851,2024-05-13,P017,Mattress,Furniture,6,250.42,1502.52,10,1352.27,50,0,1352.27,Cloudy,14.73,73,0.0,16.17,0,,0,0,,Spring
T3672,2024-05-13,P011,T-shirt,Clothing,5,734.12,3670.6,5,3487.07,28,1,2789.66,Cloudy,18.51,66,0.0,21.61,0,,0,0,,Spring
T8388,2024-05-13,P003,Headphones,Electronics,7,929.42,6505.94,15,5530.05,194,1,4424.04,Cloudy,13.93,54,0.0,5.8,0,,0,0,,Spring
T7514,2024-05-13,P009,Coffee Machine,Home Appliances,4,121.88,487.52,10,438.77,144,0,438.77,Rainy,14.22,36,12.82,14.6,0,,0,0,,Spring
T1079,2024-05-13,P003,Headphones,Electronics,6,849.76,5098.56,20,4078.85,77,0,4078.85,Snow,15.05,83,1.07,16.16,0,,0,0,,Spring
T5663,2024-05-14,P017,Mattress,Furniture,1,907.21,907.21,0,907.21,199,1,725.77,Snow,12.38,40,5.8,19.24,0,,0,0,,Spring
T5693,2024-05-14,P009,Coffee Machine,Home Appliances,2,744.25,1488.5,10,1339.65,39,0,1339.65,Stormy,23.25,78,12.19,18.98,0,,0,0,,Spring
T9991,2024-05-14,P019,Doll,Toys,3,20.58,61.74,5,58.65,158,1,46.92,Sunny,20.55,46,0.0,14.53,0,,0,0,,Spring
T7061,2024-05-14,P013,Winter Coat,Clothing,1,863.67,863.67,15,734.12,179,0,734.12,Snow,11.04,34,4.77,25.26,0,,0,0,,Spring
T9638,2024-05-14,P020,Board Game,Toys,5,45.17,225.85,15,191.97,141,1,153.58,Sunny,21.53,49,0.0,29.81,0,,0,0,,Spring
T7231,2024-05-14,P015,Dining Table,Furniture,5,718.52,3592.6,10,3233.34,101,1,2586.67,Stormy,16.67,70,12.85,27.4,0,,0,0,,Spring
T9095,2024-05-14,P018,Toy Car,Toys,7,812.57,5687.99,15,4834.79,188,0,4834.79,Rainy,14.41,67,0.29,28.11,0,,0,0,,Spring
T5470,2024-05-14,P012,Jeans,Clothing,6,748.86,4493.16,15,3819.19,131,1,3055.35,Stormy,16.51,84,2.4,14.33,0,,0,0,,Spring
T4392,2024-05-14,P020,Board Game,Toys,2,525.07,1050.14,10,945.13,171,0,945.13,Cloudy,22.37,52,0.0,9.61,0,,0,0,,Spring
T3404,2024-05-14,P010,Shoes,Clothing,5,913.8,4569.0,5,4340.55,156,0,4340.55,Cloudy,24.99,32,0.0,5.19,0,,0,0,,Spring
T6240,2024-05-15,P019,Doll,Toys,8,826.87,6614.96,0,6614.96,131,0,6614.96,Cloudy,14.96,84,0.0,15.01,0,,0,0,,Spring
T2469,2024-05-15,P009,Coffee Machine,Home Appliances,2,711.67,1423.34,10,1281.01,90,0,1281.01,Stormy,14.78,84,11.58,18.15,0,,0,0,,Spring
T3319,2024-05-15,P013,Winter Coat,Clothing,1,735.94,735.94,10,662.35,176,1,529.88,Snow,14.97,74,10.25,7.99,0,,0,0,,Spring
T3934,2024-05-15,P001,Laptop,Electronics,4,483.24,1932.96,5,1836.31,77,1,1469.05,Sunny,24.01,48,0.0,28.9,0,,0,0,,Spring
T3076,2024-05-15,P002,Smartphone,Electronics,9,989.32,8903.88,5,8458.69,115,1,6766.95,Rainy,13.88,72,7.54,24.3,0,,0,0,,Spring
T9412,2024-05-15,P006,Blender,Home Appliances,4,505.01,2020.04,15,1717.03,21,1,1373.62,Stormy,23.94,75,7.53,21.64,0,,0,0,,Spring
T8225,2024-05-15,P012,Jeans,Clothing,2,867.22,1734.44,5,1647.72,10,1,1318.18,Rainy,10.51,76,17.2,29.5,0,,0,0,,Spring
T2043,2024-05-15,P008,Air Fryer,Home Appliances,2,886.88,1773.76,20,1419.01,139,1,1135.21,Snow,17.09,48,13.57,5.41,0,,0,0,,Spring
T8228,2024-05-15,P014,Sofa,Furniture,7,28.31,198.17,5,188.26,106,0,188.26,Stormy,13.27,79,16.76,26.04,0,,0,0,,Spring
T6407,2024-05-15,P020,Board Game,Toys,1,927.47,927.47,20,741.98,170,0,741.98,Sunny,16.91,38,0.0,27.4,0,,0,0,,Spring
T9611,2024-05-16,P016,Bookshelf,Furniture,5,909.99,4549.95,5,4322.45,108,1,3457.96,Rainy,17.15,40,16.24,10.75,0,,0,0,,Spring
T9618,2024-05-16,P004,Monitor,Electronics,1,539.32,539.32,10,485.39,77,0,485.39,Rainy,16.8,58,18.43,20.8,0,,0,0,,Spring
T9804,2024-05-16,P004,Monitor,Electronics,1,549.59,549.59,20,439.67,83,0,439.67,Rainy,16.09,41,13.13,8.91,0,,0,0,,Spring
T7180,2024-05-16,P009,Coffee Machine,Home Appliances,2,163.4,326.8,5,310.46,160,0,310.46,Sunny,12.38,48,0.0,25.4,0,,0,0,,Spring
T7860,2024-05-16,P018,Toy Car,Toys,6,915.1,5490.6,0,5490.6,72,1,4392.48,Sunny,22.63,69,0.0,27.02,0,,0,0,,Spring
T8195,2024-05-16,P002,Smartphone,Electronics,6,950.36,5702.16,10,5131.94,188,1,4105.55,Snow,18.9,78,6.92,27.06,0,,0,0,,Spring
T5799,2024-05-16,P005,Keyboard,Accessories,2,325.57,651.14,10,586.03,52,0,586.03,Rainy,23.64,37,15.21,7.53,0,,0,0,,Spring
T6056,2024-05-16,P009,Coffee Machine,Home Appliances,3,526.37,1579.11,10,1421.2,13,1,1136.96,Snow,24.83,48,14.96,20.46,0,,0,0,,Spring
T6052,2024-05-16,P013,Winter Coat,Clothing,5,379.74,1898.7,0,1898.7,72,0,1898.7,Stormy,15.18,55,14.93,29.84,0,,0,0,,Spring
T2733,2024-05-16,P017,Mattress,Furniture,2,929.89,1859.78,10,1673.8,193,0,1673.8,Stormy,19.63,54,1.35,25.89,0,,0,0,,Spring
T5408,2024-05-17,P010,Shoes,Clothing,2,158.05,316.1,0,316.1,85,1,252.88,Snow,24.48,83,8.08,18.68,0,,0,0,,Spring
T7607,2024-05-17,P001,Laptop,Electronics,5,433.75,2168.75,5,2060.31,96,0,2060.31,Cloudy,12.28,84,0.0,25.55,0,,0,0,,Spring
T1179,2024-05-17,P006,Blender,Home Appliances,9,900.3,8102.7,20,6482.16,180,0,6482.16,Stormy,17.51,55,17.83,20.76,0,,0,0,,Spring
T6199,2024-05-17,P004,Monitor,Electronics,4,866.91,3467.64,0,3467.64,61,1,2774.11,Sunny,10.84,52,0.0,6.26,0,,0,0,,Spring
T9547,2024-05-17,P003,Headphones,Electronics,9,784.03,7056.27,5,6703.46,68,0,6703.46,Snow,11.72,79,11.05,22.2,0,,0,0,,Spring
T7232,2024-05-17,P014,Sofa,Furniture,10,246.22,2462.2,20,1969.76,90,0,1969.76,Snow,13.48,63,18.02,27.8,0,,0,0,,Spring
T6422,2024-05-17,P010,Shoes,Clothing,9,509.83,4588.47,20,3670.78,36,0,3670.78,Sunny,20.1,49,0.0,15.18,0,,0,0,,Spring
T4060,2024-05-17,P013,Winter Coat,Clothing,7,506.79,3547.53,15,3015.4,196,0,3015.4,Snow,23.62,66,4.58,22.93,0,,0,0,,Spring
T5114,2024-05-17,P012,Jeans,Clothing,5,611.99,3059.95,5,2906.95,62,1,2325.56,Stormy,13.12,66,3.3,13.12,0,,0,0,,Spring
T6592,2024-05-17,P010,Shoes,Clothing,5,783.34,3916.7,15,3329.19,194,0,3329.19,Rainy,15.71,77,17.45,15.95,0,,0,0,,Spring
T4662,2024-05-18,P011,T-shirt,Clothing,8,484.49,3875.92,0,3875.92,132,0,3875.92,Snow,21.25,71,10.52,14.2,0,,1,0,,Spring
T5958,2024-05-18,P018,Toy Car,Toys,9,556.7,5010.3,0,5010.3,165,0,5010.3,Snow,13.83,58,4.23,5.01,0,,1,0,,Spring
T5796,2024-05-18,P013,Winter Coat,Clothing,1,141.09,141.09,15,119.93,35,1,95.94,Sunny,18.93,67,0.0,23.08,0,,1,0,,Spring
T8330,2024-05-18,P003,Headphones,Electronics,4,292.58,1170.32,10,1053.29,50,0,1053.29,Stormy,11.44,43,2.93,8.32,0,,1,0,,Spring
T2540,2024-05-18,P010,Shoes,Clothing,8,184.68,1477.44,20,1181.95,117,0,1181.95,Stormy,12.04,46,2.66,23.19,0,,1,0,,Spring
T6456,2024-05-18,P011,T-shirt,Clothing,7,523.31,3663.17,0,3663.17,13,0,3663.17,Cloudy,24.2,34,0.0,18.53,0,,1,0,,Spring
T5013,2024-05-18,P002,Smartphone,Electronics,1,362.92,362.92,0,362.92,56,1,290.34,Snow,13.03,49,5.41,9.34,0,,1,0,,Spring
T5850,2024-05-18,P014,Sofa,Furniture,5,620.29,3101.45,5,2946.38,182,1,2357.1,Sunny,17.56,70,0.0,20.14,0,,1,0,,Spring
T1868,2024-05-18,P010,Shoes,Clothing,5,631.94,3159.7,15,2685.74,192,1,2148.59,Stormy,20.19,66,12.43,24.58,0,,1,0,,Spring
T5990,2024-05-18,P017,Mattress,Furniture,4,919.82,3679.28,0,3679.28,102,1,2943.42,Cloudy,13.23,32,0.0,27.82,0,,1,0,,Spring
T8117,2024-05-19,P010,Shoes,Clothing,5,191.22,956.1,5,908.29,26,1,726.63,Cloudy,19.71,38,0.0,23.64,0,,1,0,,Spring
T1239,2024-05-19,P017,Mattress,Furniture,9,900.02,8100.18,5,7695.17,113,0,7695.17,Sunny,12.68,35,0.0,29.19,0,,1,0,,Spring
T6050,2024-05-19,P004,Monitor,Electronics,5,936.9,4684.5,0,4684.5,17,1,3747.6,Stormy,21.52,48,19.88,9.37,0,,1,0,,Spring
T7975,2024-05-19,P004,Monitor,Electronics,7,46.55,325.85,0,325.85,27,0,325.85,Snow,11.67,51,14.42,25.21,0,,1,0,,Spring
T4069,2024-05-19,P015,Dining Table,Furniture,8,156.7,1253.6,0,1253.6,134,1,1002.88,Cloudy,24.26,45,0.0,20.78,0,,1,0,,Spring
T9731,2024-05-19,P016,Bookshelf,Furniture,2,985.08,1970.16,10,1773.14,198,1,1418.51,Snow,12.07,77,13.94,29.02,0,,1,0,,Spring
T2680,2024-05-19,P018,Toy Car,Toys,1,564.17,564.17,5,535.96,144,1,428.77,Stormy,16.34,60,2.93,22.35,0,,1,0,,Spring
T6771,2024-05-19,P020,Board Game,Toys,4,42.1,168.4,0,168.4,75,0,168.4,Stormy,14.41,63,6.96,20.53,0,,1,0,,Spring
T2554,2024-05-19,P014,Sofa,Furniture,7,455.36,3187.52,20,2550.02,102,1,2040.02,Sunny,12.48,62,0.0,20.85,0,,1,0,,Spring
T4075,2024-05-19,P016,Bookshelf,Furniture,10,192.34,1923.4,15,1634.89,88,0,1634.89,Sunny,23.59,65,0.0,26.44,0,,1,0,,Spring
T2858,2024-05-20,P006,Blender,Home Appliances,5,310.86,1554.3,10,1398.87,12,1,1119.1,Snow,10.21,31,19.38,15.53,1,Victoria Day,0,0,,Spring
T6424,2024-05-20,P002,Smartphone,Electronics,7,938.25,6567.75,20,5254.2,38,1,4203.36,Stormy,24.22,37,12.2,7.98,1,Victoria Day,0,0,,Spring
T7686,2024-05-20,P003,Headphones,Electronics,1,751.53,751.53,0,751.53,96,0,751.53,Sunny,23.36,53,0.0,28.46,1,Victoria Day,0,0,,Spring
T1762,2024-05-20,P001,Laptop,Electronics,5,778.36,3891.8,20,3113.44,178,1,2490.75,Stormy,12.2,65,16.67,12.97,1,Victoria Day,0,0,,Spring
T4753,2024-05-20,P012,Jeans,Clothing,8,992.8,7942.4,0,7942.4,198,1,6353.92,Cloudy,12.68,84,0.0,8.16,1,Victoria Day,0,0,,Spring
T2038,2024-05-20,P017,Mattress,Furniture,9,70.16,631.44,10,568.3,33,1,454.64,Snow,17.64,44,9.67,5.92,1,Victoria Day,0,0,,Spring
T5017,2024-05-20,P001,Laptop,Electronics,4,111.77,447.08,5,424.73,48,1,339.78,Snow,11.93,34,12.59,9.28,1,Victoria Day,0,0,,Spring
T8782,2024-05-20,P019,Doll,Toys,8,561.55,4492.4,15,3818.54,14,0,3818.54,Snow,10.64,77,13.12,27.83,1,Victoria Day,0,0,,Spring
T2958,2024-05-20,P002,Smartphone,Electronics,1,33.58,33.58,10,30.22,96,1,24.18,Rainy,17.52,72,15.48,25.24,1,Victoria Day,0,0,,Spring
T9605,2024-05-20,P012,Jeans,Clothing,7,859.36,6015.52,15,5113.19,82,0,5113.19,Snow,14.85,50,12.42,10.06,1,Victoria Day,0,0,,Spring
T6804,2024-05-21,P010,Shoes,Clothing,8,225.95,1807.6,15,1536.46,74,1,1229.17,Snow,13.47,31,16.43,17.29,0,,0,0,,Spring
T4145,2024-05-21,P011,T-shirt,Clothing,2,841.82,1683.64,20,1346.91,32,0,1346.91,Rainy,11.17,35,18.36,8.75,0,,0,0,,Spring
T6810,2024-05-21,P001,Laptop,Electronics,5,312.19,1560.95,20,1248.76,124,1,999.01,Sunny,10.2,33,0.0,23.21,0,,0,0,,Spring
T3452,2024-05-21,P008,Air Fryer,Home Appliances,5,683.2,3416.0,20,2732.8,124,0,2732.8,Cloudy,14.39,56,0.0,22.78,0,,0,0,,Spring
T9605,2024-05-21,P013,Winter Coat,Clothing,3,469.97,1409.91,20,1127.93,156,0,1127.93,Sunny,19.02,42,0.0,7.2,0,,0,0,,Spring
T1042,2024-05-21,P013,Winter Coat,Clothing,10,849.65,8496.5,0,8496.5,158,1,6797.2,Snow,11.77,84,18.46,21.37,0,,0,0,,Spring
T6422,2024-05-21,P001,Laptop,Electronics,6,956.88,5741.28,0,5741.28,11,0,5741.28,Sunny,23.45,48,0.0,23.54,0,,0,0,,Spring
T2664,2024-05-21,P010,Shoes,Clothing,6,718.19,4309.14,0,4309.14,57,1,3447.31,Rainy,21.1,46,17.59,22.49,0,,0,0,,Spring
T4967,2024-05-21,P020,Board Game,Toys,8,903.87,7230.96,15,6146.32,113,0,6146.32,Cloudy,21.14,66,0.0,13.66,0,,0,0,,Spring
T7516,2024-05-21,P002,Smartphone,Electronics,10,223.32,2233.2,10,2009.88,19,1,1607.9,Stormy,14.67,68,10.65,11.59,0,,0,0,,Spring
T7901,2024-05-22,P005,Keyboard,Accessories,1,708.89,708.89,20,567.11,180,1,453.69,Stormy,23.0,61,17.11,14.99,0,,0,0,,Spring
T5832,2024-05-22,P009,Coffee Machine,Home Appliances,2,723.17,1446.34,5,1374.02,149,1,1099.22,Sunny,11.09,41,0.0,25.55,0,,0,0,,Spring
T9667,2024-05-22,P020,Board Game,Toys,9,730.84,6577.56,20,5262.05,137,1,4209.64,Snow,19.84,71,17.36,18.87,0,,0,0,,Spring
T4218,2024-05-22,P002,Smartphone,Electronics,3,289.27,867.81,5,824.42,107,1,659.54,Sunny,23.81,80,0.0,28.74,0,,0,0,,Spring
T6504,2024-05-22,P020,Board Game,Toys,8,405.26,3242.08,0,3242.08,70,0,3242.08,Cloudy,11.33,73,0.0,17.68,0,,0,0,,Spring
T8319,2024-05-22,P016,Bookshelf,Furniture,3,661.2,1983.6,15,1686.06,12,0,1686.06,Snow,22.01,84,3.68,17.91,0,,0,0,,Spring
T2485,2024-05-22,P020,Board Game,Toys,10,776.57,7765.7,5,7377.41,100,1,5901.93,Snow,16.06,84,17.45,25.55,0,,0,0,,Spring
T3020,2024-05-22,P004,Monitor,Electronics,4,289.35,1157.4,10,1041.66,44,0,1041.66,Stormy,22.72,59,17.84,27.16,0,,0,0,,Spring
T6478,2024-05-22,P007,Vacuum Cleaner,Home Appliances,7,748.47,5239.29,0,5239.29,40,0,5239.29,Sunny,11.89,78,0.0,14.84,0,,0,0,,Spring
T8246,2024-05-22,P007,Vacuum Cleaner,Home Appliances,10,104.44,1044.4,20,835.52,83,1,668.42,Stormy,24.83,61,0.1,19.05,0,,0,0,,Spring
T3295,2024-05-23,P018,Toy Car,Toys,8,895.47,7163.76,15,6089.2,96,1,4871.36,Snow,16.92,66,11.05,7.88,0,,0,0,,Spring
T3338,2024-05-23,P017,Mattress,Furniture,1,590.8,590.8,20,472.64,172,1,378.11,Rainy,20.85,57,17.91,22.42,0,,0,0,,Spring
T3764,2024-05-23,P012,Jeans,Clothing,7,489.94,3429.58,15,2915.14,199,1,2332.11,Snow,24.01,62,9.23,24.28,0,,0,0,,Spring
T2981,2024-05-23,P009,Coffee Machine,Home Appliances,3,510.5,1531.5,0,1531.5,91,0,1531.5,Sunny,21.27,68,0.0,15.41,0,,0,0,,Spring
T4532,2024-05-23,P002,Smartphone,Electronics,3,284.94,854.82,15,726.6,22,0,726.6,Rainy,10.41,82,0.23,28.24,0,,0,0,,Spring
T1030,2024-05-23,P020,Board Game,Toys,10,941.66,9416.6,0,9416.6,185,1,7533.28,Cloudy,13.24,79,0.0,19.43,0,,0,0,,Spring
T2859,2024-05-23,P019,Doll,Toys,9,548.73,4938.57,10,4444.71,125,0,4444.71,Sunny,14.71,79,0.0,17.48,0,,0,0,,Spring
T8240,2024-05-23,P007,Vacuum Cleaner,Home Appliances,3,788.24,2364.72,0,2364.72,84,1,1891.78,Stormy,23.32,39,7.2,5.63,0,,0,0,,Spring
T2788,2024-05-23,P014,Sofa,Furniture,8,381.64,3053.12,5,2900.46,67,1,2320.37,Rainy,21.3,58,10.63,28.21,0,,0,0,,Spring
T3717,2024-05-23,P011,T-shirt,Clothing,2,857.6,1715.2,10,1543.68,143,0,1543.68,Cloudy,11.92,80,0.0,5.22,0,,0,0,,Spring
T7062,2024-05-24,P009,Coffee Machine,Home Appliances,8,350.84,2806.72,10,2526.05,135,0,2526.05,Cloudy,21.85,84,0.0,29.73,0,,0,0,,Spring
T8108,2024-05-24,P006,Blender,Home Appliances,2,684.34,1368.68,5,1300.25,165,0,1300.25,Sunny,13.89,32,0.0,12.1,0,,0,0,,Spring
T8081,2024-05-24,P003,Headphones,Electronics,8,766.93,6135.44,5,5828.67,120,1,4662.94,Sunny,12.91,39,0.0,6.0,0,,0,0,,Spring
T4359,2024-05-24,P006,Blender,Home Appliances,8,578.04,4624.32,5,4393.1,16,1,3514.48,Rainy,16.3,35,3.2,22.42,0,,0,0,,Spring
T3959,2024-05-24,P007,Vacuum Cleaner,Home Appliances,1,732.8,732.8,20,586.24,16,1,468.99,Rainy,24.13,42,16.61,9.03,0,,0,0,,Spring
T3294,2024-05-24,P019,Doll,Toys,3,403.78,1211.34,0,1211.34,75,1,969.07,Stormy,24.08,70,12.84,14.95,0,,0,0,,Spring
T5351,2024-05-24,P013,Winter Coat,Clothing,7,227.0,1589.0,0,1589.0,168,1,1271.2,Snow,20.81,44,4.4,14.85,0,,0,0,,Spring
T6504,2024-05-24,P014,Sofa,Furniture,5,25.5,127.5,20,102.0,60,1,81.6,Cloudy,10.47,57,0.0,12.93,0,,0,0,,Spring
T3169,2024-05-24,P019,Doll,Toys,1,438.44,438.44,15,372.67,62,0,372.67,Sunny,20.12,41,0.0,25.81,0,,0,0,,Spring
T1595,2024-05-24,P005,Keyboard,Accessories,2,28.23,56.46,15,47.99,31,1,38.39,Snow,22.14,36,1.51,25.1,0,,0,0,,Spring
T3371,2024-05-25,P014,Sofa,Furniture,9,380.37,3423.33,15,2909.83,176,1,2327.86,Snow,21.79,75,6.02,16.96,0,,1,0,,Spring
T7137,2024-05-25,P016,Bookshelf,Furniture,1,124.66,124.66,10,112.19,15,1,89.75,Stormy,21.03,90,10.94,16.36,0,,1,0,,Spring
T4116,2024-05-25,P004,Monitor,Electronics,9,958.7,8628.3,0,8628.3,179,0,8628.3,Cloudy,23.04,88,0.0,14.48,0,,1,0,,Spring
T3786,2024-05-25,P011,T-shirt,Clothing,5,55.81,279.05,20,223.24,115,0,223.24,Rainy,18.88,36,7.7,26.63,0,,1,0,,Spring
T3337,2024-05-25,P017,Mattress,Furniture,4,700.02,2800.08,10,2520.07,19,1,2016.06,Cloudy,23.45,77,0.0,14.14,0,,1,0,,Spring
T2314,2024-05-25,P011,T-shirt,Clothing,10,992.91,9929.1,20,7943.28,63,1,6354.62,Rainy,10.47,75,19.25,6.11,0,,1,0,,Spring
T2235,2024-05-25,P005,Keyboard,Accessories,4,523.86,2095.44,5,1990.67,101,1,1592.54,Sunny,12.46,55,0.0,23.26,0,,1,0,,Spring
T7996,2024-05-25,P016,Bookshelf,Furniture,8,384.42,3075.36,10,2767.82,47,0,2767.82,Rainy,22.0,49,4.49,13.61,0,,1,0,,Spring
T4018,2024-05-25,P006,Blender,Home Appliances,6,715.19,4291.14,10,3862.03,115,0,3862.03,Cloudy,15.76,66,0.0,13.28,0,,1,0,,Spring
T3786,2024-05-25,P014,Sofa,Furniture,1,867.03,867.03,20,693.62,191,0,693.62,Cloudy,18.79,84,0.0,9.4,0,,1,0,,Spring
T9305,2024-05-26,P006,Blender,Home Appliances,7,850.58,5954.06,5,5656.36,180,1,4525.09,Snow,20.16,90,9.8,22.85,0,,1,0,,Spring
T3985,2024-05-26,P008,Air Fryer,Home Appliances,10,817.59,8175.9,15,6949.51,59,1,5559.61,Snow,17.49,59,19.28,8.47,0,,1,0,,Spring
T9332,2024-05-26,P010,Shoes,Clothing,2,222.1,444.2,15,377.57,171,1,302.06,Snow,24.28,89,0.81,16.76,0,,1,0,,Spring
T6935,2024-05-26,P004,Monitor,Electronics,3,829.96,2489.88,20,1991.9,32,0,1991.9,Sunny,10.91,47,0.0,12.24,0,,1,0,,Spring
T4406,2024-05-26,P008,Air Fryer,Home Appliances,9,320.02,2880.18,5,2736.17,34,1,2188.94,Cloudy,22.62,86,0.0,12.43,0,,1,0,,Spring
T1720,2024-05-26,P002,Smartphone,Electronics,3,624.42,1873.26,10,1685.93,90,1,1348.74,Cloudy,12.39,50,0.0,27.67,0,,1,0,,Spring
T9478,2024-05-26,P015,Dining Table,Furniture,3,792.05,2376.15,20,1900.92,157,0,1900.92,Snow,20.59,38,1.25,26.82,0,,1,0,,Spring
T8887,2024-05-26,P011,T-shirt,Clothing,3,411.67,1235.01,0,1235.01,13,1,988.01,Sunny,10.96,84,0.0,12.08,0,,1,0,,Spring
T2735,2024-05-26,P017,Mattress,Furniture,7,220.83,1545.81,20,1236.65,26,1,989.32,Snow,24.65,54,15.72,23.92,0,,1,0,,Spring
T8894,2024-05-26,P017,Mattress,Furniture,2,49.16,98.32,10,88.49,99,1,70.79,Stormy,23.57,43,4.53,21.02,0,,1,0,,Spring
T4604,2024-05-27,P013,Winter Coat,Clothing,3,962.48,2887.44,10,2598.7,98,0,2598.7,Cloudy,13.06,72,0.0,5.72,0,,0,0,,Spring
T6346,2024-05-27,P010,Shoes,Clothing,7,964.92,6754.44,20,5403.55,23,0,5403.55,Cloudy,13.74,48,0.0,10.03,0,,0,0,,Spring
T7375,2024-05-27,P016,Bookshelf,Furniture,2,36.94,73.88,5,70.19,154,0,70.19,Snow,21.53,53,6.99,13.34,0,,0,0,,Spring
T4720,2024-05-27,P014,Sofa,Furniture,7,800.09,5600.63,0,5600.63,59,1,4480.5,Cloudy,23.4,57,0.0,6.95,0,,0,0,,Spring
T4894,2024-05-27,P012,Jeans,Clothing,3,447.52,1342.56,15,1141.18,102,1,912.94,Sunny,14.6,55,0.0,15.1,0,,0,0,,Spring
T4885,2024-05-27,P013,Winter Coat,Clothing,9,233.44,2100.96,10,1890.86,192,1,1512.69,Stormy,17.58,85,9.35,25.61,0,,0,0,,Spring
T2121,2024-05-27,P018,Toy Car,Toys,9,883.06,7947.54,15,6755.41,21,1,5404.33,Sunny,17.78,77,0.0,20.86,0,,0,0,,Spring
T4368,2024-05-27,P012,Jeans,Clothing,9,372.26,3350.34,20,2680.27,95,1,2144.22,Sunny,13.46,59,0.0,11.62,0,,0,0,,Spring
T8892,2024-05-27,P014,Sofa,Furniture,3,244.5,733.5,20,586.8,80,1,469.44,Rainy,11.56,63,1.82,6.37,0,,0,0,,Spring
