Transaction ID,Date,Product Name,Quantity Sold,Sales Price per Unit ($),Discount (%),Stock After Sale,Returned,Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Is Weekend,Is Special Event,Season,Category,Total Sales ($),Total Sales After Discount ($),Net Sales Value ($),Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Future_7_Day_Sales,Month,Monthly Sales
T1647,2024-10-09,Wardrobe,4,497.31,5,186,1,Sunny,14.48,33,47.85,40.82,1,1,1,Winter,Furniture,1989.24,1889.778,1392.468,8.0,6.0,19.0,8.0,2024-10,16
T1648,2024-10-10,Watch,7,203.06,5,31,1,Rainy,3.9,74,39.65,69.21,1,0,1,Winter,Clothing,1421.42,1350.349,1147.289,19.0,6.0,17.0,10.0,2024-10,35
T1649,2024-10-11,Wardrobe,4,655.57,10,219,0,Snow,19.68,57,19.92,84.59,0,1,1,Fall,Furniture,2622.28,2360.052,2360.052,4.0,19.0,12.0,17.0,2024-10,16
T1650,2024-10-12,Board Game,12,783.11,10,12,1,Rainy,0.22,19,49.12,35.66,1,1,1,Fall,Toys,9397.32,8457.588,7674.478,19.0,9.0,3.0,6.0,2024-10,31
T1651,2024-10-13,Headphones,13,793.55,5,302,1,Stormy,-3.96,22,17.28,23.26,0,0,1,Summer,Electronics,10316.15,9800.342499999999,9006.7925,12.0,3.0,16.0,3.0,2024-10,25
T1652,2024-10-14,Laptop,3,606.45,10,415,0,Rainy,-2.7,82,18.61,62.65,0,1,0,Spring,Electronics,1819.3500000000001,1637.4150000000002,1637.4150000000002,14.0,4.0,3.0,2.0,2024-10,3
T1653,2024-10-15,Headphones,12,516.52,0,32,1,Stormy,37.94,23,30.49,92.12,1,0,1,Winter,Electronics,6198.24,6198.24,5681.719999999999,13.0,14.0,5.0,4.0,2024-10,25
T1654,2024-10-16,T-shirt,2,70.4,10,160,1,Rainy,1.4,19,13.72,18.33,1,0,1,Winter,Clothing,140.8,126.72000000000001,56.32000000000001,4.0,18.0,14.0,5.0,2024-10,2
T1655,2024-10-17,Blender,2,294.95,10,489,0,Snow,26.88,49,34.93,80.3,1,1,1,Spring,Kitchen,589.9,530.91,530.91,9.0,7.0,15.0,3.0,2024-10,36
T1656,2024-10-18,Blender,9,102.34,5,237,1,Sunny,-1.94,32,7.64,47.66,1,1,0,Summer,Kitchen,921.0600000000001,875.0070000000001,772.667,2.0,11.0,11.0,1.0,2024-10,36
T1657,2024-10-19,Coffee Maker,1,964.18,0,227,0,Snow,-0.13,64,5.4,79.95,1,0,0,Fall,Kitchen,964.18,964.18,964.18,16.0,4.0,7.0,14.0,2024-10,31
T1658,2024-10-20,Blender,8,143.73,15,181,1,Stormy,17.9,72,26.74,50.55,1,1,1,Summer,Kitchen,1149.84,977.3639999999999,833.6339999999999,9.0,8.0,10.0,12.0,2024-10,36
T1659,2024-10-21,Toy Car,6,160.26,15,317,1,Cloudy,15.92,80,27.77,37.73,1,0,0,Spring,Toys,961.56,817.3259999999999,657.0659999999999,19.0,15.0,8.0,12.0,2024-10,25
T1660,2024-10-22,Action Figure,6,890.68,20,46,0,Snow,37.82,51,5.33,69.67,1,0,0,Winter,Toys,5344.08,4275.264,4275.264,15.0,3.0,18.0,12.0,2024-10,21
T1661,2024-10-23,Coffee Maker,18,944.49,10,341,1,Rainy,37.52,75,48.21,90.06,0,1,1,Fall,Kitchen,17000.82,15300.738,14356.248,1.0,16.0,18.0,17.0,2024-10,31
T1662,2024-10-24,Blender,17,768.17,10,458,1,Sunny,30.08,88,28.66,32.03,0,1,1,Spring,Kitchen,13058.89,11753.001,10984.831,8.0,17.0,15.0,8.0,2024-10,36
T1663,2024-10-25,Coffee Maker,12,15.35,0,80,1,Rainy,22.09,82,7.55,46.07,1,0,0,Winter,Kitchen,184.2,184.2,168.85,18.0,7.0,4.0,10.0,2024-10,31
T1664,2024-10-26,Television,6,11.33,15,135,0,Rainy,15.47,56,15.57,22.94,0,0,0,Summer,Electronics,67.98,57.783,57.783,9.0,2.0,18.0,1.0,2024-10,25
T1665,2024-10-27,Dining Table,8,384.32,20,260,0,Snow,11.03,90,40.01,18.34,1,1,1,Fall,Furniture,3074.56,2459.648,2459.648,6.0,2.0,1.0,16.0,2024-10,24
T1666,2024-10-28,Television,19,151.96,0,475,0,Sunny,37.62,61,26.16,77.79,0,0,1,Winter,Electronics,2887.2400000000002,2887.2400000000002,2887.2400000000002,6.0,12.0,17.0,18.0,2024-10,25
T1667,2024-10-29,Dining Table,10,28.2,10,308,0,Cloudy,22.13,27,9.41,20.07,0,0,1,Winter,Furniture,282.0,253.8,253.8,8.0,5.0,3.0,18.0,2024-10,24
T1668,2024-10-30,Monitor,1,469.43,15,247,0,Rainy,21.06,88,5.14,79.33,1,0,1,Winter,Electronics,469.43,399.0155,399.0155,16.0,12.0,16.0,11.0,2024-10,14
T1669,2024-10-31,Monitor,13,943.63,20,473,1,Sunny,5.44,27,21.54,42.92,1,1,1,Winter,Electronics,12267.19,9813.752,8870.122000000001,1.0,11.0,14.0,17.0,2024-10,14
T1670,2024-11-01,Bookshelf,17,330.58,5,159,0,Cloudy,-2.9,33,16.87,99.5,1,0,1,Winter,Furniture,5619.86,5338.866999999999,5338.866999999999,15.0,14.0,16.0,16.0,2024-11,20
T1671,2024-11-02,Toy Car,3,664.53,15,203,0,Rainy,37.53,32,32.8,19.73,0,0,0,Summer,Toys,1993.59,1694.5514999999998,1694.5514999999998,6.0,2.0,11.0,15.0,2024-11,11
T1672,2024-11-03,Toy Car,8,655.71,20,112,0,Sunny,9.12,21,46.26,9.3,0,1,1,Spring,Toys,5245.68,4196.544000000001,4196.544000000001,3.0,9.0,4.0,4.0,2024-11,11
T1673,2024-11-04,Board Game,14,258.57,0,468,1,Snow,14.92,32,12.39,7.54,1,0,1,Fall,Toys,3619.98,3619.98,3361.41,12.0,19.0,16.0,3.0,2024-11,27
T1674,2024-11-05,Bookshelf,3,653.92,5,292,1,Rainy,0.16,30,42.76,83.54,0,0,0,Summer,Furniture,1961.7599999999998,1863.6719999999998,1209.752,17.0,6.0,19.0,18.0,2024-11,20
T1675,2024-11-06,Watch,16,220.21,20,438,0,Rainy,32.66,73,46.02,43.78,1,1,1,Fall,Clothing,3523.36,2818.688,2818.688,7.0,1.0,1.0,13.0,2024-11,16
T1676,2024-11-07,Laptop,13,130.79,20,310,1,Sunny,-3.76,99,45.1,0.31,0,1,1,Winter,Electronics,1700.27,1360.2160000000001,1229.4260000000002,3.0,1.0,7.0,2.0,2024-11,13
T1677,2024-11-08,Smartphone,17,704.37,10,119,1,Rainy,32.53,81,47.6,87.48,1,1,0,Spring,Electronics,11974.29,10776.861,10072.491,15.0,17.0,6.0,13.0,2024-11,34
T1678,2024-11-09,Board Game,13,122.31,15,383,1,Cloudy,1.31,43,42.11,87.69,0,1,0,Winter,Toys,1590.03,1351.5255,1229.2155,14.0,6.0,1.0,2.0,2024-11,27
T1679,2024-11-10,Camera,6,996.94,10,17,1,Rainy,34.9,11,29.67,80.64,1,1,1,Summer,Electronics,5981.64,5383.476000000001,4386.536,11.0,12.0,7.0,12.0,2024-11,13
T1680,2024-11-11,Microwave,17,191.62,5,493,0,Stormy,27.84,78,20.49,24.83,1,0,0,Summer,Kitchen,3257.54,3094.663,3094.663,14.0,16.0,5.0,1.0,2024-11,17
T1681,2024-11-12,Sneakers,14,598.2,20,331,0,Cloudy,2.41,40,24.58,37.28,1,0,1,Fall,Clothing,8374.800000000001,6699.840000000001,6699.840000000001,1.0,13.0,18.0,2.0,2024-11,32
T1682,2024-11-13,Headphones,17,417.26,10,414,1,Sunny,20.46,77,43.63,74.49,0,1,1,Winter,Electronics,7093.42,6384.078,5966.818,12.0,17.0,10.0,1.0,2024-11,17
T1683,2024-11-14,Wardrobe,8,135.12,15,227,1,Cloudy,9.07,79,15.07,48.94,1,0,0,Winter,Furniture,1080.96,918.816,783.696,4.0,14.0,11.0,13.0,2024-11,34
T1684,2024-11-15,Sneakers,11,37.57,5,361,1,Stormy,3.02,96,7.96,15.38,0,1,1,Spring,Clothing,413.27,392.6065,355.0365,14.0,6.0,3.0,4.0,2024-11,32
T1685,2024-11-16,T-shirt,1,626.5,0,486,1,Stormy,33.66,28,7.04,24.28,1,0,1,Spring,Clothing,626.5,626.5,0.0,2.0,3.0,6.0,9.0,2024-11,1
T1686,2024-11-17,Camera,7,808.69,10,406,0,Rainy,13.16,81,41.35,97.26,1,0,1,Winter,Electronics,5660.83,5094.747,5094.747,6.0,9.0,6.0,11.0,2024-11,13
T1687,2024-11-18,Action Figure,17,843.6,5,117,1,Rainy,12.93,22,38.07,15.1,1,0,1,Fall,Toys,14341.2,13624.14,12780.539999999999,6.0,6.0,16.0,4.0,2024-11,43
T1688,2024-11-19,Action Figure,10,487.89,0,43,0,Snow,2.64,74,24.88,72.61,0,1,0,Spring,Toys,4878.9,4878.9,4878.9,17.0,14.0,6.0,4.0,2024-11,43
T1689,2024-11-20,Blender,11,779.68,10,368,1,Cloudy,12.24,15,13.74,47.8,0,1,0,Winter,Kitchen,8576.48,7718.831999999999,6939.151999999999,17.0,6.0,19.0,11.0,2024-11,11
T1690,2024-11-21,Coffee Maker,9,676.12,5,115,0,Snow,34.22,80,33.88,74.86,0,1,1,Winter,Kitchen,6085.08,5780.826,5780.826,12.0,8.0,17.0,15.0,2024-11,9
T1691,2024-11-22,Wardrobe,9,727.01,5,283,1,Stormy,11.34,36,1.92,66.11,1,0,1,Winter,Furniture,6543.09,6215.9355,5488.925499999999,8.0,1.0,3.0,18.0,2024-11,34
T1692,2024-11-23,Dining Table,5,497.67,10,37,0,Rainy,37.82,88,28.41,43.92,0,1,1,Summer,Furniture,2488.35,2239.515,2239.515,10.0,12.0,4.0,15.0,2024-11,5
T1693,2024-11-24,Smartphone,17,637.08,5,302,0,Rainy,37.58,61,19.92,35.39,1,0,1,Fall,Electronics,10830.36,10288.842,10288.842,17.0,19.0,5.0,9.0,2024-11,34
T1694,2024-11-25,Television,9,807.47,20,113,0,Rainy,1.52,96,48.89,75.44,1,0,1,Winter,Electronics,7267.2300000000005,5813.784000000001,5813.784000000001,19.0,3.0,1.0,5.0,2024-11,9
T1695,2024-11-26,Wardrobe,17,403.91,10,35,1,Sunny,2.98,57,25.38,32.31,1,1,0,Winter,Furniture,6866.47,6179.823,5775.9130000000005,9.0,2.0,1.0,17.0,2024-11,34
T1696,2024-11-27,Monitor,19,807.92,5,132,0,Stormy,33.82,97,27.61,78.78,1,0,0,Winter,Electronics,15350.48,14582.955999999998,14582.955999999998,13.0,15.0,8.0,4.0,2024-11,19
T1697,2024-11-28,Action Figure,7,596.1,0,336,1,Rainy,12.67,88,35.62,67.98,1,0,0,Spring,Toys,4172.7,4172.7,3576.6,10.0,5.0,16.0,5.0,2024-11,43
T1698,2024-11-29,Action Figure,9,174.24,0,336,0,Stormy,-4.8,77,24.23,57.77,0,0,1,Winter,Toys,1568.16,1568.16,1568.16,7.0,3.0,1.0,8.0,2024-11,43
T1699,2024-11-30,Sneakers,7,34.44,20,469,0,Rainy,7.32,53,11.23,36.88,0,1,1,Summer,Clothing,241.07999999999998,192.864,192.864,11.0,2.0,11.0,18.0,2024-11,32
T1700,2024-12-01,Sneakers,13,369.13,10,410,1,Cloudy,21.89,26,26.86,20.51,1,1,1,Summer,Clothing,4798.69,4318.821,3949.691,7.0,18.0,1.0,6.0,2024-12,33
T1701,2024-12-02,Headphones,11,551.23,5,377,0,Stormy,30.97,47,47.21,71.04,1,1,0,Fall,Electronics,6063.530000000001,5760.3535,5760.3535,17.0,9.0,10.0,6.0,2024-12,11
T1702,2024-12-03,T-shirt,14,841.42,5,228,1,Snow,1.0,19,20.5,9.13,0,0,1,Winter,Clothing,11779.88,11190.885999999999,10349.465999999999,1.0,15.0,4.0,5.0,2024-12,64
T1703,2024-12-04,Sneakers,19,136.21,0,147,1,Sunny,-0.03,63,33.98,97.05,1,0,0,Winter,Clothing,2587.9900000000002,2587.9900000000002,2451.78,13.0,14.0,18.0,4.0,2024-12,33
T1704,2024-12-05,Toy Car,11,802.2,20,122,1,Snow,36.49,15,48.9,97.87,1,1,1,Winter,Toys,8824.2,7059.360000000001,6257.160000000001,8.0,14.0,15.0,19.0,2024-12,24
T1705,2024-12-06,Sofa,13,864.38,0,81,1,Stormy,28.8,15,41.5,13.02,1,0,1,Summer,Furniture,11236.94,11236.94,10372.560000000001,3.0,4.0,13.0,16.0,2024-12,31
T1706,2024-12-07,Monitor,14,159.18,0,173,0,Rainy,21.54,61,32.95,10.39,1,1,1,Spring,Electronics,2228.52,2228.52,2228.52,19.0,19.0,7.0,17.0,2024-12,37
T1707,2024-12-08,Action Figure,13,853.08,20,154,0,Stormy,29.61,24,36.8,41.27,0,1,1,Spring,Toys,11090.04,8872.032000000001,8872.032000000001,9.0,8.0,11.0,11.0,2024-12,37
T1708,2024-12-09,Sneakers,1,991.54,10,150,1,Sunny,14.3,77,46.82,96.37,1,1,0,Winter,Clothing,991.54,892.386,-99.154,19.0,3.0,2.0,12.0,2024-12,33
T1709,2024-12-10,Blender,8,729.57,5,375,0,Stormy,29.13,66,47.99,40.03,0,1,1,Spring,Kitchen,5836.56,5544.732,5544.732,11.0,16.0,17.0,16.0,2024-12,8
T1710,2024-12-11,Action Figure,12,786.92,10,58,0,Rainy,11.73,65,48.45,36.38,0,0,1,Fall,Toys,9443.039999999999,8498.735999999999,8498.735999999999,13.0,15.0,1.0,6.0,2024-12,37
T1711,2024-12-12,T-shirt,19,994.47,15,63,1,Snow,5.98,16,31.28,70.36,0,0,0,Summer,Clothing,18894.93,16060.6905,15066.220500000001,14.0,3.0,2.0,15.0,2024-12,64
T1712,2024-12-13,Bookshelf,12,609.43,15,156,0,Cloudy,27.81,60,19.24,17.87,0,0,0,Winter,Furniture,7313.16,6216.186,6216.186,3.0,8.0,3.0,3.0,2024-12,14
T1713,2024-12-14,Laptop,8,314.81,15,449,1,Snow,13.89,67,6.66,36.33,1,1,0,Spring,Electronics,2518.48,2140.708,1825.8980000000001,13.0,7.0,5.0,9.0,2024-12,8
T1714,2024-12-15,Monitor,8,839.16,20,428,0,Rainy,39.16,73,19.28,29.13,1,0,1,Winter,Electronics,6713.28,5370.624,5370.624,14.0,19.0,18.0,14.0,2024-12,37
T1715,2024-12-16,Toy Car,13,618.34,0,356,0,Rainy,10.73,35,47.15,60.15,1,1,1,Winter,Toys,8038.42,8038.42,8038.42,11.0,4.0,13.0,4.0,2024-12,24
T1716,2024-12-17,Action Figure,12,585.38,10,427,1,Sunny,36.48,67,44.49,16.28,0,1,1,Summer,Toys,7024.5599999999995,6322.103999999999,5736.723999999999,12.0,6.0,3.0,15.0,2024-12,37
T1717,2024-12-18,Board Game,16,261.1,5,421,0,Stormy,36.98,40,26.18,54.87,0,1,1,Summer,Toys,4177.6,3968.7200000000003,3968.7200000000003,13.0,4.0,5.0,19.0,2024-12,16
T1718,2024-12-19,Watch,1,758.77,15,322,0,Stormy,5.88,75,26.85,85.75,0,0,0,Spring,Clothing,758.77,644.9544999999999,644.9544999999999,16.0,4.0,12.0,13.0,2024-12,18
T1719,2024-12-20,Sofa,13,90.85,10,401,1,Snow,30.92,22,15.45,51.42,1,1,0,Summer,Furniture,1181.05,1062.945,972.0949999999999,13.0,1.0,10.0,12.0,2024-12,31
T1720,2024-12-21,Wardrobe,7,925.04,15,168,0,Cloudy,14.49,27,22.73,68.35,1,0,0,Fall,Furniture,6475.28,5503.987999999999,5503.987999999999,17.0,5.0,2.0,15.0,2024-12,21
T1721,2024-12-22,Sofa,5,332.57,15,166,1,Cloudy,36.29,84,35.72,7.52,1,0,0,Winter,Furniture,1662.85,1413.4225,1080.8525,13.0,18.0,10.0,18.0,2024-12,31
T1722,2024-12-23,Microwave,8,136.5,5,85,0,Sunny,15.26,22,20.12,44.9,0,0,0,Summer,Kitchen,1092.0,1037.3999999999999,1037.3999999999999,17.0,6.0,16.0,5.0,2024-12,8
T1723,2024-12-24,Wardrobe,14,447.94,20,445,1,Rainy,28.49,33,9.4,9.49,0,0,1,Spring,Furniture,6271.16,5016.928,4568.988,7.0,8.0,17.0,14.0,2024-12,21
T1724,2024-12-25,T-shirt,13,52.05,0,137,1,Sunny,16.01,66,27.04,59.95,1,0,1,Spring,Clothing,676.65,676.65,624.6,19.0,14.0,15.0,19.0,2024-12,64
T1725,2024-12-26,Dining Table,15,687.78,20,461,1,Stormy,5.25,38,11.27,28.11,0,0,1,Spring,Furniture,10316.699999999999,8253.359999999999,7565.579999999999,5.0,15.0,14.0,6.0,2024-12,15
T1726,2024-12-27,Watch,17,903.68,10,459,1,Rainy,3.97,65,48.71,28.73,0,0,0,Fall,Clothing,15362.56,13826.304,12922.624,1.0,8.0,15.0,2.0,2024-12,18
T1727,2024-12-28,Monitor,15,838.89,20,189,1,Sunny,14.14,63,19.52,7.68,1,0,0,Summer,Electronics,12583.35,10066.68,9227.79,8.0,14.0,18.0,19.0,2024-12,37
T1728,2024-12-29,Camera,18,136.1,10,464,0,Snow,29.0,14,45.48,31.02,0,1,1,Summer,Electronics,2449.7999999999997,2204.8199999999997,2204.8199999999997,7.0,16.0,15.0,18.0,2024-12,18
T1729,2024-12-30,T-shirt,18,135.01,10,400,0,Stormy,22.23,44,11.28,50.67,0,1,1,Fall,Clothing,2430.18,2187.162,2187.162,13.0,9.0,16.0,18.0,2024-12,64
T1730,2024-12-31,Bookshelf,2,815.3,0,379,1,Cloudy,25.99,28,9.46,58.47,1,0,1,Summer,Furniture,1630.6,1630.6,815.3,12.0,8.0,6.0,5.0,2024-12,14
T1731,2025-01-01,Action Figure,4,925.01,5,2,0,Sunny,7.7,64,30.85,6.67,0,0,1,Summer,Toys,3700.04,3515.038,3515.038,12.0,17.0,6.0,17.0,2025-01,13
T1732,2025-01-02,Dining Table,1,466.06,0,106,1,Stormy,16.66,86,38.97,65.15,0,0,1,Summer,Furniture,466.06,466.06,0.0,15.0,12.0,2.0,12.0,2025-01,17
T1733,2025-01-03,Action Figure,4,503.98,20,364,0,Stormy,-3.0,78,28.34,48.89,0,0,1,Fall,Toys,2015.92,1612.736,1612.736,4.0,10.0,14.0,13.0,2025-01,13
T1734,2025-01-04,Headphones,18,325.08,10,72,0,Cloudy,31.79,53,11.49,53.69,0,0,0,Fall,Electronics,5851.44,5266.295999999999,5266.295999999999,11.0,2.0,15.0,16.0,2025-01,25
T1735,2025-01-05,Action Figure,5,895.32,15,427,1,Cloudy,39.55,87,1.89,83.28,1,1,1,Spring,Toys,4476.6,3805.11,2909.79,4.0,7.0,5.0,19.0,2025-01,13
T1736,2025-01-06,Television,19,648.45,15,126,1,Cloudy,13.31,47,30.91,34.22,1,0,0,Fall,Electronics,12320.550000000001,10472.4675,9824.0175,9.0,6.0,13.0,5.0,2025-01,41
T1737,2025-01-07,Television,15,295.37,10,170,0,Sunny,-4.51,71,6.55,17.41,0,0,1,Fall,Electronics,4430.55,3987.4950000000003,3987.4950000000003,19.0,3.0,2.0,10.0,2025-01,41
T1738,2025-01-08,Wardrobe,8,305.8,0,205,0,Cloudy,2.64,31,17.16,55.18,1,0,0,Spring,Furniture,2446.4,2446.4,2446.4,14.0,4.0,6.0,3.0,2025-01,8
T1739,2025-01-09,Microwave,17,892.29,5,313,1,Snow,24.36,82,33.79,94.5,1,1,0,Fall,Kitchen,15168.93,14410.4835,13518.193500000001,8.0,19.0,10.0,17.0,2025-01,17
T1740,2025-01-10,Toy Car,1,23.5,0,337,0,Stormy,22.54,49,4.9,51.79,1,1,0,Summer,Toys,23.5,23.5,23.5,13.0,12.0,9.0,9.0,2025-01,10
T1741,2025-01-11,Watch,12,329.5,10,487,0,Cloudy,30.45,35,6.36,83.19,0,0,1,Winter,Clothing,3954.0,3558.6,3558.6,17.0,17.0,16.0,11.0,2025-01,12
T1742,2025-01-12,Camera,19,558.81,10,472,1,Stormy,6.42,14,3.08,75.7,0,1,1,Spring,Electronics,10617.39,9555.651,8996.841,18.0,4.0,18.0,4.0,2025-01,37
T1743,2025-01-13,Board Game,15,156.74,5,195,0,Rainy,29.36,63,49.8,51.83,1,1,1,Winter,Toys,2351.1000000000004,2233.545,2233.545,16.0,18.0,14.0,6.0,2025-01,28
T1744,2025-01-14,Laptop,9,101.18,20,158,1,Rainy,25.96,95,19.35,64.76,1,1,1,Winter,Electronics,910.6200000000001,728.4960000000001,627.316,8.0,15.0,13.0,11.0,2025-01,50
T1745,2025-01-15,Headphones,7,817.12,20,141,1,Cloudy,9.53,58,45.29,40.67,1,1,0,Spring,Electronics,5719.84,4575.872,3758.7520000000004,18.0,13.0,14.0,3.0,2025-01,25
T1746,2025-01-16,T-shirt,2,895.46,5,275,1,Stormy,19.55,12,14.68,53.06,1,1,1,Winter,Clothing,1790.92,1701.374,805.914,18.0,4.0,15.0,17.0,2025-01,2
T1747,2025-01-17,Laptop,9,825.37,20,7,0,Rainy,1.63,47,37.66,50.73,0,1,1,Winter,Electronics,7428.33,5942.664000000001,5942.664000000001,9.0,17.0,3.0,3.0,2025-01,50
T1748,2025-01-18,Board Game,10,899.8,15,393,0,Cloudy,15.37,23,10.95,70.91,1,1,1,Spring,Toys,8998.0,7648.3,7648.3,15.0,12.0,14.0,13.0,2025-01,28
T1749,2025-01-19,Smartphone,2,557.58,20,467,1,Stormy,34.65,56,24.92,41.0,0,1,0,Spring,Electronics,1115.16,892.1280000000002,334.5480000000001,17.0,9.0,3.0,13.0,2025-01,2
T1750,2025-01-20,Laptop,19,814.14,20,493,1,Cloudy,13.95,23,41.23,9.98,0,0,0,Summer,Electronics,15468.66,12374.928,11560.788,9.0,1.0,2.0,4.0,2025-01,50
T1751,2025-01-21,Laptop,11,390.2,20,54,0,Stormy,32.78,84,40.82,78.87,0,0,1,Spring,Electronics,4292.2,3433.76,3433.76,19.0,14.0,9.0,11.0,2025-01,50
T1752,2025-01-22,Coffee Maker,13,669.61,15,104,0,Rainy,21.56,82,39.71,68.49,0,1,1,Fall,Kitchen,8704.93,7399.1905,7399.1905,9.0,13.0,5.0,6.0,2025-01,13
T1753,2025-01-23,Dining Table,10,988.95,20,342,0,Cloudy,3.63,47,41.19,95.01,0,1,1,Winter,Furniture,9889.5,7911.6,7911.6,1.0,4.0,10.0,1.0,2025-01,17
T1754,2025-01-24,Blender,14,233.47,15,338,1,Rainy,21.15,73,10.57,42.87,0,0,1,Spring,Kitchen,3268.58,2778.2929999999997,2544.823,8.0,9.0,10.0,3.0,2025-01,14
T1755,2025-01-25,Camera,18,396.0,5,61,1,Cloudy,17.77,53,24.11,7.82,0,0,0,Summer,Electronics,7128.0,6771.599999999999,6375.599999999999,19.0,7.0,9.0,8.0,2025-01,37
T1756,2025-01-26,Monitor,19,485.25,0,87,0,Sunny,12.94,79,24.24,12.16,1,1,1,Spring,Electronics,9219.75,9219.75,9219.75,15.0,16.0,11.0,5.0,2025-01,19
T1757,2025-01-27,Toy Car,9,146.64,5,258,0,Rainy,0.38,74,44.53,77.33,0,0,1,Winter,Toys,1319.7599999999998,1253.7719999999997,1253.7719999999997,1.0,19.0,19.0,13.0,2025-01,10
T1758,2025-01-28,Television,7,90.23,0,178,0,Rainy,13.75,34,14.84,6.78,1,1,0,Spring,Electronics,631.61,631.61,631.61,15.0,9.0,7.0,3.0,2025-01,41
T1759,2025-01-29,Board Game,3,831.43,5,242,1,Snow,-1.73,25,46.57,90.78,1,0,1,Winter,Toys,2494.29,2369.5755,1538.1455,10.0,19.0,19.0,11.0,2025-01,28
T1760,2025-01-30,Dining Table,6,977.03,0,203,1,Rainy,-0.56,24,22.54,28.17,1,1,1,Spring,Furniture,5862.18,5862.18,4885.150000000001,10.0,6.0,6.0,3.0,2025-01,17
T1761,2025-01-31,Laptop,2,410.68,0,31,0,Stormy,13.72,90,33.49,89.89,1,0,1,Summer,Electronics,821.36,821.36,821.36,11.0,3.0,4.0,18.0,2025-01,50
T1762,2025-02-01,Headphones,6,96.77,10,289,0,Cloudy,8.74,12,13.44,77.35,1,1,0,Fall,Electronics,580.62,522.558,522.558,7.0,12.0,14.0,5.0,2025-02,9
T1763,2025-02-02,Blender,3,75.15,0,462,1,Sunny,36.65,76,20.51,87.12,0,0,0,Summer,Kitchen,225.45000000000002,225.45000000000002,150.3,14.0,2.0,7.0,13.0,2025-02,16
T1764,2025-02-03,Dining Table,16,892.41,0,80,1,Stormy,11.91,46,35.49,21.4,0,0,1,Spring,Furniture,14278.56,14278.56,13386.15,6.0,8.0,2.0,8.0,2025-02,34
T1765,2025-02-04,Action Figure,8,469.18,10,11,0,Stormy,29.1,90,25.64,59.57,1,1,1,Winter,Toys,3753.44,3378.096,3378.096,5.0,9.0,3.0,17.0,2025-02,25
T1766,2025-02-05,Laptop,2,326.83,20,417,0,Stormy,18.86,64,46.54,9.36,1,1,0,Summer,Electronics,653.66,522.928,522.928,2.0,13.0,1.0,2.0,2025-02,25
T1767,2025-02-06,Wardrobe,17,481.7,20,254,0,Stormy,26.68,47,36.86,20.23,1,0,0,Fall,Furniture,8188.9,6551.12,6551.12,8.0,4.0,19.0,3.0,2025-02,30
T1768,2025-02-07,Laptop,9,325.12,10,384,1,Sunny,6.71,72,28.22,30.99,0,0,0,Fall,Electronics,2926.08,2633.472,2308.3520000000003,2.0,8.0,7.0,13.0,2025-02,25
T1769,2025-02-08,Toy Car,12,494.15,15,391,0,Snow,37.39,10,44.33,74.08,1,1,1,Winter,Toys,5929.799999999999,5040.329999999999,5040.329999999999,9.0,6.0,15.0,10.0,2025-02,31
T1770,2025-02-09,Headphones,3,860.96,0,384,1,Rainy,18.85,80,33.28,2.47,0,0,0,Spring,Electronics,2582.88,2582.88,1721.92,6.0,13.0,3.0,14.0,2025-02,9
T1771,2025-02-10,Action Figure,11,596.38,0,287,1,Stormy,32.41,99,32.37,90.31,0,0,0,Summer,Toys,6560.18,6560.18,5963.8,8.0,13.0,8.0,17.0,2025-02,25
T1772,2025-02-11,Blender,1,697.71,10,176,0,Rainy,11.43,28,12.32,7.08,1,0,0,Summer,Kitchen,697.71,627.9390000000001,627.9390000000001,3.0,9.0,11.0,12.0,2025-02,16
T1773,2025-02-12,Television,13,371.02,10,126,0,Rainy,-0.49,61,19.74,37.65,0,0,1,Winter,Electronics,4823.26,4340.934,4340.934,7.0,9.0,19.0,5.0,2025-02,13
T1774,2025-02-13,Toy Car,15,741.12,15,494,1,Stormy,25.32,39,34.17,8.11,0,0,0,Summer,Toys,11116.8,9449.279999999999,8708.159999999998,12.0,3.0,2.0,4.0,2025-02,31
T1775,2025-02-14,T-shirt,5,669.95,20,47,0,Snow,-4.65,64,44.59,76.9,0,1,1,Winter,Clothing,3349.75,2679.8,2679.8,2.0,2.0,18.0,19.0,2025-02,5
T1776,2025-02-15,Microwave,17,128.37,5,206,1,Rainy,16.39,23,15.78,14.13,1,0,1,Winter,Kitchen,2182.29,2073.1755,1944.8055,17.0,9.0,8.0,6.0,2025-02,26
T1777,2025-02-16,Board Game,6,576.92,20,476,0,Cloudy,3.68,22,10.77,88.48,1,0,1,Spring,Toys,3461.5199999999995,2769.216,2769.216,3.0,12.0,9.0,10.0,2025-02,9
T1778,2025-02-17,Laptop,11,264.18,0,437,0,Rainy,23.23,93,29.68,53.02,1,1,1,Winter,Electronics,2905.98,2905.98,2905.98,9.0,9.0,15.0,11.0,2025-02,25
T1779,2025-02-18,Dining Table,18,806.05,10,107,0,Stormy,39.07,99,3.36,94.85,1,1,0,Summer,Furniture,14508.9,13058.01,13058.01,16.0,10.0,5.0,2.0,2025-02,34
T1780,2025-02-19,Toy Car,4,431.68,15,464,0,Sunny,15.9,36,35.73,29.04,1,1,1,Winter,Toys,1726.72,1467.712,1467.712,15.0,8.0,9.0,19.0,2025-02,31
